timestamp	price	volume
1497633422	2473.87	0.1486
1497633483	2473.13	3.2152
1497633542	2479.7	0.6761
1497633602	2474.93	3.1049
1497633662	2476	1.3477
1497633722	2480	4.9931
1497633782	2479.15	1.7007
1497633843	2478	1.913
1497633901	2480	0.5034
1497633962	2478	2.058
1497634021	2477	2.8443
1497634082	2480	4.926
1497634142	2480	2.3625
1497634202	2480.95	0.6486
1497634262	2480	4.5193
1497634322	2480.51	1.3615
1497634383	2484.33	2.604
1497634442	2483.57	1.2473
1497634502	2483.57	1.1282
1497634562	2483.88	2.0911
1497634622	2483.57	2.3116
1497634681	2483.57	3.8325
1497634742	2474.57	2.1573
1497634802	2475.71	1.5689
1497634862	2474.57	1.2619
1497634922	2479.3	4.881
1497634982	2477.95	3.8646
1497635042	2475.26	4.4868
1497635104	2474.57	3.0499
1497635161	2474.57	3.9287
1497635221	2474.57	2.3187
1497635282	2475.26	1.096
1497635341	2475	4.0291
1497635402	2473.6	3.775
1497635462	2475.7	1.9032
1497635522	2475.7	0.8216
1497635581	2472.11	0.8026
1497635642	2478	2.8026
1497635702	2472.81	2.082
1497635762	2478.7	2.6941
1497635821	2484.02	2.3334
1497635881	2471.8	0.7104
1497635941	2483.64	4.5711
1497636001	2483.63	3.6772
1497636061	2477.55	2.9505
1497636121	2483.99	0.6443
1497636182	2480	0.8551
1497636242	2480	4.07
1497636302	2480	3.907
1497636362	2480	4.4093
1497636422	2479.55	4.6578
1497636482	2478.85	0.0031
1497636542	2484	1.6701
1497636602	2481	0.745
1497636662	2490	4.3145
1497636722	2490	2.4037
1497636782	2490	2.7626
1497636842	2481	2.1834
1497636902	2485.78	1.2218
1497636963	2490	4.1826
1497637023	2490	4.3843
1497637082	2490	0.8219
1497637142	2490	0.0234
1497637202	2484.96	4.6109
1497637262	2489.1	0.8344
1497637322	2489	3.5203
1497637382	2480	3.8985
1497637442	2488	4.7431
1497637502	2480.31	3.0033
1497637562	2489	2.0587
1497637622	2481.01	3.4658
1497637682	2481.01	4.361
1497637742	2482	3.4377
1497637802	2484.96	2.3929
1497637862	2487	4.4555
1497637922	2486.4	4.9021
1497637982	2482	4.7441
1497638042	2482	4.2793
1497638101	2485.78	0.3702
1497638161	2484.01	0.6927
1497638221	2490	1.4114
1497638281	2492.56	1.2694
1497638341	2494.16	0.7244
1497638403	2490	4.7114
1497638463	2495	2.2766
1497638522	2495	2.59
1497638581	2490	2.0215
1497638641	2489.99	1.2869
1497638701	2489.99	1.1648
1497638762	2492.49	3.4498
1497638821	2490.5	4.7645
1497638881	2493	3.1007
1497638942	2493.7	1.0606
1497639002	2490.44	3.9414
1497639063	2491.12	2.8757
1497639122	2487	2.6928
1497639182	2486	0.8558
1497639242	2487	2.5952
1497639302	2488.71	2.7702
1497639362	2485.77	3.2682
1497639422	2479.8	2.262
1497639482	2480	2.348
1497639541	2479.51	3.5764
1497639602	2477.56	1.6821
1497639661	2472.79	3.3615
1497639722	2470.1	1.4234
1497639782	2462.3	0.5263
1497639842	2467	0.7537
1497639902	2468.15	0.3771
1497639962	2470.11	2.6793
1497640022	2470.11	3.9959
1497640083	2475.2	0.8394
1497640142	2473.98	2.2724
1497640203	2468.16	4.7741
1497640262	2472	2.2174
1497640322	2472	4.0146
1497640382	2471.56	1.0473
1497640443	2478.99	1.582
1497640502	2475	0.3922
1497640562	2475	2.5842
1497640622	2475	2.0357
1497640681	2472.02	2.2779
1497640741	2475	3.0792
1497640802	2475	1.6391
1497640862	2475	3.533
1497640923	2475.45	2.1536
1497640982	2475	1.9017
1497641042	2482	2.3038
1497641103	2481.9	1.5806
1497641162	2481.9	2.3219
1497641222	2481.9	3.5495
1497641282	2472.42	1.5375
1497641342	2472.97	1.9211
1497641403	2479	0.6352
1497641462	2481.05	1.3146
1497641522	2482	3.6163
1497641582	2482	2.6956
1497641642	2482	2.3765
1497641702	2482	3.0058
1497641763	2483.15	2.5549
1497641823	2483.15	3.8897
1497641882	2482	2.0377
1497641942	2475	4.7415
1497642003	2474.8	4.8856
1497642061	2474.16	3.4367
1497642122	2473.56	3.5016
1497642182	2475	2.8137
1497642243	2475	0.5639
1497642304	2480	3.6131
1497642361	2473	2.1828
1497642421	2473	4.3905
1497642482	2473	2.4383
1497642541	2470.7	3.879
1497642601	2471.85	1.0836
1497642662	2473	0.8515
1497642722	2473	2.3733
1497642782	2473	0.653
1497642842	2473	3.3164
1497642902	2471.86	0.0719
1497642962	2474.3	1.3953
1497643022	2465.7	3.0971
1497643082	2470	2.0422
1497643142	2474	2.7765
1497643202	2486.25	3.8361
1497643262	2482.17	3.3631
1497643323	2484.75	1.9123
1497643382	2486.43	1.4051
1497643443	2489	1.0496
1497643505	2477.3	1.1008
1497643562	2480	2.1762
1497643622	2487	4.9334
1497643682	2489	1.1536
1497643742	2489	0.7674
1497643803	2489	2.1252
1497643862	2489	0.137
1497643922	2495.56	4.7463
1497643982	2497.8	1.548
1497644042	2498	4.7523
1497644102	2498	4.8836
1497644164	2494.86	2.4914
1497644221	2492.39	2.1922
1497644282	2480	3.5682
1497644341	2478.6	1.1974
1497644402	2478	3.8382
1497644462	2479	2.8307
1497644524	2479.7	0.5398
1497644581	2478.56	4.1556
1497644641	2478	2.6618
1497644702	2480	3.9291
1497644761	2477.3	4.5899
1497644822	2479.99	0.9315
1497644881	2480	1.258
1497644942	2484.94	0.3668
1497645002	2483.74	1.2254
1497645062	2483.74	4.1829
1497645122	2480	3.4096
1497645182	2479.7	1.9465
1497645242	2479	2.8762
1497645302	2479.98	4.6858
1497645362	2479.98	0.8397
1497645422	2479.98	4.0946
1497645482	2479.99	4.3382
1497645543	2480	0.1601
1497645601	2476.21	4.9648
1497645661	2474.1	3.0287
1497645722	2485	2.4598
1497645781	2473.67	0.24
1497645841	2475.74	2.6166
1497645901	2485.2	1.3345
1497645962	2484.53	1.9592
1497646022	2484	2.0814
1497646082	2484	3.7159
1497646142	2484.01	0.8829
1497646202	2483.74	1.9899
1497646263	2495	0.8682
1497646322	2484.3	2.7848
1497646382	2484	4.7455
1497646442	2475.71	4.0069
1497646502	2476.45	4.7302
1497646561	2486.84	2.3277
1497646621	2484.45	1.8664
1497646682	2478	0.4531
1497646741	2476	1.8183
1497646803	2473	0.844
1497646861	2477.08	4.895
1497646922	2471.8	2.8287
1497646982	2472.35	2.8491
1497647042	2471	1.4878
1497647102	2471.9	0.6406
1497647163	2470	3.149
1497647222	2470	3.2933
1497647282	2470	2.3391
1497647342	2469	2.7894
1497647402	2468.45	2.3834
1497647462	2469	3.1742
1497647522	2468.01	3.7532
1497647582	2469	0.8402
1497647642	2470	4.9082
1497647702	2469	0.7279
1497647762	2470	4.3151
1497647822	2473	1.0012
1497647883	2474.87	0.6274
1497647941	2473.95	0.0514
1497648002	2472.85	4.5093
1497648061	2473.55	2.7309
1497648121	2470	3.1551
1497648181	2472.15	1.7431
1497648241	2474.85	0.4546
1497648302	2470.75	0.3716
1497648362	2472.35	4.9916
1497648422	2470.46	0.3556
1497648482	2468.01	4.2122
1497648542	2468.4	1.3023
1497648602	2468	2.537
1497648662	2470.65	3.8604
1497648722	2465.1	0.4081
1497648782	2477.29	1.7091
1497648842	2477.36	4.1658
1497648902	2477.87	2.7937
1497648962	2477.47	4.0188
1497649022	2479.25	2.4678
1497649082	2475.87	2.315
1497649142	2470	2.4263
1497649202	2475.34	2.1753
1497649262	2475.3	1.6774
1497649322	2477.01	3.1701
1497649382	2478.35	0.2803
1497649442	2478.35	4.9169
1497649502	2479.72	4.4486
1497649562	2479.43	1.7884
1497649622	2478.4	2.0081
1497649682	2479.45	4.9729
1497649742	2479	2.1303
1497649801	2478.8	3.4915
1497649861	2481.86	2.3979
1497649921	2481.87	4.5716
1497649981	2481.87	0.5656
1497650042	2468.3	0.968
1497650102	2468	0.7074
1497650162	2471.95	4.9425
1497650222	2469.68	4.0179
1497650282	2469.68	1.9741
1497650342	2469.79	3.3565
1497650402	2472.13	4.9118
1497650462	2473.61	1.8223
1497650522	2470	0.6386
1497650583	2473.61	3.3025
1497650642	2470	4.6018
1497650701	2471.85	3.8448
1497650761	2470.69	4.9292
1497650821	2470	1.8209
1497650881	2468	4.6443
1497650942	2463.18	0.0031
1497651001	2462.3	0.3937
1497651062	2462.3	0.7454
1497651122	2462.3	1.4868
1497651122	2460.85	1.1245
1497651182	2460.85	0.2465
1497651182	2460.96	0.5263
1497651182	2459.04	0.3937
1497651182	2456.49	2.5474
1497651182	2454.73	0.6447
1497651242	2454.73	0.1007
1497651242	2452.63	2.5024
1497651302	2458.89	0.5223
1497651362	2460.22	1.9804
1497651422	2459.66	0.4249
1497651482	2459.66	2.5635
1497651542	2464.18	4.7504
1497651602	2459.1	4.9078
1497651662	2461	2.4921
1497651722	2459.86	3.9163
1497651781	2452.63	0.1007
1497651781	2452.63	1.1253
1497651841	2453.19	0.9507
1497651901	2454.01	1.8132
1497651961	2453.27	2.5547
1497652022	2453.27	0.0566
1497652022	2452.63	2.6854
1497652081	2452.63	0.5479
1497652081	2451.11	2.1557
1497652142	2451.47	1.226
1497652142	2451.11	0.399
1497652142	2448.89	0.4883
1497652202	2449.8	2.742
1497652202	2448.89	1.2358
1497652262	2448	2.7036
1497652262	2448.89	0.3892
1497652262	2440.72	0.5238
1497652322	2444.21	4.1851
1497652382	2451.62	2.2023
1497652442	2452	1.821
1497652503	2450.2	3.8155
1497652562	2450.3	0.0088
1497652622	2451.2	4.4106
1497652682	2451.2	3.7902
1497652742	2451.2	3.0835
1497652802	2451.2	0.8484
1497652862	2450	2.9169
1497652922	2452.36	3.0653
1497652983	2450.9	1.7106
1497653042	2450.1	0.0768
1497653102	2454.29	4.5157
1497653162	2453.55	1.1579
1497653222	2452.65	4.336
1497653282	2455.1	3.3794
1497653342	2458	3.5923
1497653402	2458	2.0732
1497653462	2460	2.6164
1497653522	2459.8	0.7724
1497653582	2460	4.6154
1497653641	2460	4.0951
1497653701	2460.47	4.4792
1497653762	2460.21	0.5924
1497653823	2460	0.0906
1497653881	2460.52	3.0112
1497653942	2460.52	1.2102
1497654002	2460.52	4.2002
1497654062	2464.03	4.6712
1497654122	2462.69	1.0343
1497654182	2462.69	3.766
1497654242	2462.69	2.4215
1497654302	2462.68	1.9568
1497654362	2461.8	1.284
1497654422	2460.1	4.2362
1497654482	2460	1.5567
1497654541	2460.01	3.4779
1497654601	2470	0.3952
1497654661	2470.15	1.3225
1497654721	2472.38	4.6767
1497654781	2470.53	3.0776
1497654842	2461.9	3.6793
1497654902	2471	0.2445
1497654962	2473.63	3.5497
1497655022	2475	0.4198
1497655082	2468.26	1.5998
1497655142	2478	2.7544
1497655202	2478	0.1274
1497655262	2473.3	2.1788
1497655322	2478	3.4657
1497655382	2473.3	2.1031
1497655442	2473.3	2.8046
1497655502	2477	1.0213
1497655562	2473.01	4.4374
1497655622	2473.01	1.8129
1497655682	2473.01	1.5357
1497655742	2473.01	0.1851
1497655802	2476.99	2.9278
1497655862	2473.01	3.5864
1497655922	2473.01	4.3944
1497655983	2476.98	1.1133
1497656042	2476.98	2.985
1497656102	2470	4.4813
1497656162	2480.64	1.4239
1497656222	2480.64	2.5498
1497656282	2479	2.6591
1497656342	2479	1.9694
1497656402	2469.18	1.1927
1497656462	2471.46	1.4531
1497656522	2476.58	2.7314
1497656582	2476.58	1.0637
1497656642	2475.88	1.1018
1497656702	2473.73	1.1436
1497656762	2471.45	0.1633
1497656822	2478.65	0.3018
1497656882	2476.37	3.6006
1497656942	2476.37	0.5947
1497657003	2473.89	3.4433
1497657062	2475.92	4.9481
1497657122	2472.15	0.4946
1497657182	2471.87	2.7116
1497657242	2470.01	0.5165
1497657302	2475.92	4.3681
1497657361	2475.92	2.5648
1497657421	2475.92	1.6233
1497657481	2475.92	3.0047
1497657541	2479.9	4.2122
1497657601	2481.59	1.5907
1497657661	2471	0.2077
1497657722	2463.92	3.3147
1497657782	2469.97	3.3595
1497657842	2465.45	2.6992
1497657902	2457.79	2.1368
1497657962	2458.91	2.8491
1497658022	2466.57	4.7344
1497658082	2470.4	1.6825
1497658143	2473.01	3.4141
1497658203	2467.56	3.214
1497658262	2474.56	0.6768
1497658322	2475	1.8714
1497658382	2467.55	0.1633
1497658442	2466.66	3.9196
1497658502	2466.67	3.6221
1497658562	2475.7	2.3345
1497658621	2475	2.7123
1497658681	2475.7	1.1945
1497658741	2468.78	0.0067
1497658801	2468.08	2.6086
1497658862	2475	0.8752
1497658922	2462.9	3.1551
1497658983	2462.9	3.2825
1497659042	2466.77	1.0673
1497659102	2463.66	1.9512
1497659162	2464.24	4.9346
1497659222	2466.77	4.2976
1497659282	2474	1.7797
1497659342	2466	1.4659
1497659402	2466	1.2206
1497659462	2466	2.5709
1497659522	2470.93	4.8127
1497659582	2466.77	3.882
1497659642	2466	2.9408
1497659702	2468.47	1.8341
1497659762	2463.75	4.5125
1497659822	2460.5	0.6081
1497659882	2461	3.9396
1497659941	2461	2.1827
1497660001	2460	3.0075
1497660061	2461.4	4.2224
1497660121	2461.6	4.6418
1497660181	2465.91	3.9668
1497660242	2465.91	3.8863
1497660302	2470.76	0.3035
1497660362	2464.33	3.5441
1497660422	2457.9	1.7149
1497660482	2457.9	3.7846
1497660542	2464.3	0.3021
1497660602	2464.33	1.6331
1497660662	2459.8	3.8078
1497660722	2458.4	1.5596
1497660783	2459.8	0.7997
1497660841	2456.09	4.3205
1497660901	2457.09	4.6632
1497660962	2457.1	2.9453
1497661022	2456.39	1.7084
1497661082	2450.08	1.364
1497661141	2450.08	2.1994
1497661202	2450.08	1.7654
1497661262	2454.55	4.0855
1497661323	2457.1	2.249
1497661382	2457.1	1.9945
1497661441	2457.1	0.8245
1497661501	2454.71	2.9793
1497661561	2457.1	1.0315
1497661621	2457.09	3.2113
1497661682	2454.55	4.3052
1497661742	2450.04	2.1909
1497661802	2450.21	1.3786
1497661861	2450.22	1.1488
1497661922	2465.2	3.4055
1497661982	2465.2	1.9632
1497662042	2453	2.4093
1497662102	2459.89	4.7336
1497662162	2456.63	2.298
1497662222	2451.96	1.2588
1497662282	2450.3	0.1355
1497662342	2450.3	0.3252
1497662402	2450.12	1.3572
1497662462	2459.97	1.4361
1497662523	2456.61	0.8137
1497662581	2461.41	0.2682
1497662642	2455.02	2.4421
1497662702	2455.02	2.3342
1497662761	2445.1	1.5033
1497662821	2440.72	0.4034
1497662882	2450	4.6285
1497662942	2447	3.7397
1497663002	2450	4.0227
1497663062	2440.14	4.5939
1497663121	2443.04	4.2741
1497663181	2444.19	1.1479
1497663241	2445.51	4.7864
1497663302	2449.69	4.2193
1497663362	2452.77	4.1284
1497663422	2450.17	1.2872
1497663482	2451.8	1.5791
1497663542	2448.75	0.1465
1497663603	2451.8	3.1342
1497663662	2440.3	1.1661
1497663722	2455.79	3.642
1497663782	2455.79	4.8597
1497663842	2447.45	3.6005
1497663902	2458.93	0.9003
1497663963	2440.62	3.6439
1497664022	2440.1	0.319
1497664082	2440.2	3.1301
1497664143	2447	0.737
1497664202	2442.59	0.109
1497664262	2447.54	4.6071
1497664322	2447.54	0.033
1497664383	2445.42	2.1265
1497664441	2442.96	2.6088
1497664501	2450	2.0934
1497664561	2447.5	0.2405
1497664621	2451.77	2.0738
1497664681	2446.21	3.0644
1497664742	2440.72	2.4292
1497664803	2440	0.3551
1497664862	2446.66	4.2505
1497664922	2446.22	0.7701
1497664981	2444.89	3.4325
1497665042	2440	0.0892
1497665102	2442.54	2.0307
1497665162	2446.2	2.3258
1497665222	2444	3.044
1497665282	2440	2.4292
1497665282	2439.82	0.4034
1497665282	2440.72	0.2435
1497665342	2440.45	3.1657
1497665402	2440.45	0.3942
1497665462	2446.01	4.4238
1497665521	2453.98	2.501
1497665582	2453.98	3.3676
1497665642	2452.98	3.6718
1497665702	2448.9	3.1807
1497665762	2447.95	3.4738
1497665823	2441.38	0.6654
1497665882	2441	1.1143
1497665942	2441	1.0589
1497666002	2441	1.8851
1497666062	2440.72	0.0167
1497666062	2441	1.0338
1497666062	2435.69	0.5962
1497666122	2435.69	1.2889
1497666122	2435.7	1.0589
1497666122	2436.15	1.7015
1497666182	2436.15	1.3746
1497666182	2430.6	1.6488
1497666242	2437.69	2.0541
1497666302	2430.6	2.4005
1497666302	2428.94	2.539
1497666362	2431.45	3.5777
1497666421	2428.94	2.4005
1497666421	2429	2.2778
1497666481	2428.91	1.4703
1497666541	2429	0.7456
1497666541	2428.91	0.1764
1497666541	2426.21	3.9122
1497666601	2427.55	0.0895
1497666661	2429.04	2.8082
1497666722	2440.12	4.7998
1497666781	2427.1	4.7377
1497666841	2430.07	2.5524
1497666901	2430.77	3.0032
1497666961	2438.28	1.0043
1497667021	2442.52	2.213
1497667081	2444.76	0.3627
1497667141	2444.8	4.4643
1497667203	2444.73	3.2336
1497667262	2432.81	3.4709
1497667322	2442.38	1.056
1497667382	2432.87	1.25
1497667442	2444.73	1.3678
1497667501	2442.48	3.5634
1497667561	2438.28	2.8774
1497667621	2442.59	2.1906
1497667681	2435.28	3.1544
1497667741	2438.28	4.6378
1497667801	2449.9	1.1227
1497667862	2449.9	0.388
1497667922	2450.08	2.4174
1497667982	2455	0.864
1497668041	2450	3.9158
1497668101	2454.27	2.7167
1497668161	2449.2	3.3033
1497668221	2452.91	1.7924
1497668281	2450	2.4842
1497668342	2448.92	2.2084
1497668402	2445.34	2.8844
1497668462	2449	4.9427
1497668522	2445.8	3.0082
1497668582	2449.06	1.4635
1497668642	2450.7	1.7801
1497668702	2457.8	0.7656
1497668763	2457.8	4.5813
1497668822	2448.7	4.4978
1497668882	2448.71	3.4749
1497668942	2461	0.9957
1497669001	2461.18	2.2781
1497669061	2457	4.1476
1497669121	2455.9	1.5359
1497669181	2455.9	4.1414
1497669241	2455.9	4.3194
1497669301	2449	3.3916
1497669361	2458	1.1124
1497669422	2458	0.1198
1497669482	2458	2.4713
1497669542	2458	4.2814
1497669602	2457.99	0.5142
1497669662	2457.99	2.5454
1497669723	2457	4.299
1497669782	2464.9	4.4837
1497669842	2464.8	3.405
1497669902	2461.78	1.2285
1497669961	2464.9	1.8482
1497670021	2466.68	0.0271
1497670081	2466.84	1.2692
1497670141	2464.47	3.69
1497670202	2466	1.4104
1497670262	2463	0.3082
1497670322	2466.89	1.0863
1497670382	2463.06	3.7381
1497670441	2463.06	4.9319
1497670501	2463	2.4251
1497670562	2464.27	2.0977
1497670622	2463	1.8572
1497670682	2463	2.4149
1497670742	2465.99	1.5997
1497670802	2463.01	2.3756
1497670862	2470.28	1.1248
1497670922	2469.14	3.6
1497670981	2463	0.1974
1497671041	2461.9	2.905
1497671102	2464.27	1.7545
1497671162	2464.27	3.9493
1497671222	2464.16	4.8275
1497671282	2472.99	3.6794
1497671342	2469.03	2.8671
1497671402	2468.94	4.7589
1497671462	2472.35	0.0464
1497671522	2470.73	1.6798
1497671581	2469.87	2.5716
1497671641	2466.03	3.4123
1497671701	2469.75	4.7877
1497671761	2466.42	3.8068
1497671823	2469.74	1.8958
1497671881	2469.74	4.2783
1497671941	2469.74	0.0045
1497672001	2465.93	2.5076
1497672061	2457.4	4.645
1497672121	2457.41	0.8189
1497672181	2467.02	3.7666
1497672242	2462.46	3.7622
1497672304	2469.94	3.3194
1497672361	2469.09	1.982
1497672421	2466.22	1.98
1497672481	2470.57	0.7975
1497672541	2474	1.8007
1497672602	2471.15	4.5444
1497672662	2471.33	2.7145
1497672722	2471.54	0.5055
1497672782	2472	2.3981
1497672842	2477.34	0.2699
1497672902	2477.99	4.003
1497672962	2473	4.133
1497673022	2472.98	4.2039
1497673082	2476	4.671
1497673142	2472.27	2.1382
1497673201	2472.27	1.0272
1497673261	2472.32	4.1151
1497673321	2476.67	1.4261
1497673381	2477.99	2.9285
1497673441	2479.99	1.9737
1497673502	2475.73	2.7208
1497673561	2475.74	0.4843
1497673621	2479.45	1.2067
1497673682	2477.63	2.9747
1497673742	2479.68	0.7685
1497673802	2488.01	3.7865
1497673862	2483.04	3.831
1497673922	2481.78	1.3186
1497673982	2482	1.2925
1497674042	2482	3.8958
1497674102	2482	1.9795
1497674162	2483.24	1.7174
1497674221	2475.8	4.2905
1497674281	2475.81	0.058
1497674341	2480.5	0.0929
1497674401	2475.81	3.2678
1497674461	2475.81	2.7669
1497674521	2475.81	1.9427
1497674581	2472.1	0.1971
1497674642	2473.98	3.0006
1497674702	2474.95	1.0264
1497674762	2473.98	1.4894
1497674822	2478.97	4.9718
1497674882	2478.51	0.8783
1497674942	2480	2.4601
1497675002	2484.5	4.533
1497675062	2484.5	4.5438
1497675122	2481.23	0.6076
1497675182	2485	0.7907
1497675241	2484.5	2.1787
1497675301	2484.5	1.3203
1497675361	2481.19	4.0839
1497675421	2484	3.9386
1497675481	2484.2	0.5763
1497675541	2478.11	1.2402
1497675602	2484	1.1898
1497675662	2483.99	3.0736
1497675722	2478.11	0.9334
1497675782	2478.11	4.707
1497675842	2478.5	1.6272
1497675902	2480	3.018
1497675962	2476	1.0649
1497676022	2483	3.4062
1497676082	2476.01	1.9601
1497676142	2476.01	4.4924
1497676203	2476.01	1.0934
1497676261	2476.01	3.598
1497676321	2476.01	1.4608
1497676381	2474	4.5129
1497676441	2476.02	3.577
1497676501	2476.02	3.4935
1497676561	2476.01	4.0367
1497676623	2481.99	3.4638
1497676681	2473.34	2.8269
1497676741	2473	3.7985
1497676801	2473	1.0572
1497676861	2473	2.6773
1497676922	2468	2.9331
1497676981	2468	0.4514
1497677041	2469.01	0.484
1497677102	2468	3.9939
1497677161	2466.6	4.28
1497677221	2466	4.9022
1497677281	2461.81	3.6421
1497677342	2468.31	3.8758
1497677402	2468.3	4.5741
1497677463	2468.75	0.2549
1497677521	2474	0.0051
1497677581	2473.3	3.6882
1497677641	2474	4.7013
1497677701	2475	0.7809
1497677762	2474	4.4977
1497677822	2474	1.1342
1497677882	2474	1.9616
1497677942	2474	0.4294
1497678002	2470.99	0.6719
1497678062	2469.65	1.2458
1497678122	2467.7	1.0038
1497678182	2472	3.8395
1497678242	2475	3.6259
1497678303	2468	0.5779
1497678361	2459.73	1.9048
1497678421	2461.03	2.062
1497678481	2460	2.1017
1497678542	2473	4.789
1497678601	2461.74	4.4439
1497678661	2459.75	4.9369
1497678722	2472	3.0249
1497678782	2459.4	4.7896
1497678842	2471	1.4266
1497678904	2464.41	2.5143
1497678961	2468.51	1.0642
1497679021	2468.47	2.8927
1497679081	2468.79	1.7554
1497679142	2464.4	3.43
1497679202	2469.24	2.4721
1497679263	2469.23	1.9628
1497679322	2461.95	2.0708
1497679382	2464.58	1.9611
1497679443	2466.88	1.6288
1497679502	2463.62	1.6755
1497679562	2460.04	3.7891
1497679623	2468.46	0.2036
1497679683	2469.16	4.2139
1497679741	2464.17	2.6564
1497679801	2464.32	0.7212
1497679861	2464.32	2.6511
1497679921	2464.77	1.3679
1497679981	2474.99	3.3075
1497680042	2474.98	2.1093
1497680104	2473.24	2.1377
1497680162	2473.25	1.127
1497680221	2462.04	2.8982
1497680282	2475	4.2201
1497680342	2475	3.94
1497680402	2475	1.2055
1497680462	2473.1	3.0079
1497680522	2475	2.1285
1497680582	2472.99	1.5159
1497680642	2467.16	0.101
1497680702	2478.81	3.4166
1497680762	2476.5	1.8649
1497680822	2472	1.0772
1497680882	2472	1.5549
1497680941	2472	0.6653
1497681001	2473	2.0392
1497681062	2473	2.9788
1497681123	2480	4.8428
1497681182	2487.42	4.9172
1497681242	2487.4	3.7211
1497681302	2485.04	0.7175
1497681362	2476	3.8322
1497681422	2479.99	4.7363
1497681482	2483	3.7745
1497681542	2485	0.0769
1497681602	2485	1.8655
1497681663	2481	2.4386
1497681721	2480	0.6547
1497681781	2473.84	2.8127
1497681841	2479.5	4.0707
1497681902	2476.02	2.2565
1497681961	2480	3.9356
1497682021	2486.22	2.8692
1497682082	2486.5	4.9113
1497682142	2486.26	0.7694
1497682202	2486.23	0.9268
1497682262	2486.5	4.2278
1497682321	2489.8	4.1332
1497682381	2490.03	4.7063
1497682442	2490	4.2649
1497682502	2480.11	4.12
1497682562	2487.56	4.5642
1497682622	2481.25	2.2384
1497682682	2467.08	3.7894
1497682742	2480	0.9013
1497682802	2479.8	4.773
1497682862	2480	1.5502
1497682922	2471.31	2.0574
1497682982	2470.65	1.0314
1497683042	2482.74	1.3622
1497683102	2478.05	3.4411
1497683161	2477.61	1.2092
1497683221	2470.61	4.4655
1497683281	2470.61	3.6829
1497683341	2470.61	3.4675
1497683401	2470.61	3.0524
1497683461	2470.61	2.5105
1497683522	2467.08	0.226
1497683582	2467.09	4.1142
1497683642	2477.6	0.666
1497683702	2472	0.2537
1497683762	2475	0.3222
1497683822	2472.01	1.0998
1497683882	2472.01	2.8543
1497683942	2472.21	3.6294
1497684004	2468.01	2.0843
1497684062	2468.01	0.1395
1497684123	2468.03	4.4517
1497684182	2474	1.0516
1497684242	2467.07	3.3395
1497684302	2473.3	2.6256
1497684362	2474.99	4.307
1497684421	2469.3	0.0271
1497684481	2468.05	1.7665
1497684542	2470.65	3.5261
1497684602	2469	4.5422
1497684662	2472.8	1.9293
1497684722	2469	2.7401
1497684782	2470	1.3541
1497684842	2471.36	1.9648
1497684902	2482	0.0091
1497684962	2480	0.1107
1497685022	2471	2.017
1497685083	2480	1.7402
1497685142	2472.7	2.3739
1497685202	2472.4	1.5119
1497685261	2472.4	1.7273
1497685322	2472	3.7895
1497685383	2472	3.2167
1497685442	2472	0.8931
1497685502	2479.99	4.9847
1497685561	2473	3.3268
1497685622	2479	0.572
1497685682	2481.01	1.1958
1497685742	2482.73	0.0926
1497685802	2486.75	0.3563
1497685862	2482.58	2.077
1497685922	2476.01	0.2442
1497685982	2477	1.7755
1497686042	2477.01	0.0393
1497686102	2482	1.7657
1497686162	2483	2.4063
1497686222	2478	3.7051
